ChEMBL ID,Smiles,Activity_Value,bioactivity_class
CHEMBL2181202,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,2100,intermediate
CHEMBL379717,Oc1cccc(-n2cnnc2-c2ccc3ccccc3c2)c1,2100,intermediate
CHEMBL388314,OC1(c2ccccc2)CCN(C(c2ccccc2)c2ccccc2Br)CC1,2110,intermediate
CHEMBL239043,COCCn1c(=O)n(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c2ccccc21,2123,intermediate
CHEMBL3890511,Oc1ccc(CCN(CCc2ccccc2)CC2CCC2)cc1,2129,intermediate
CHEMBL2112345,CC(C)[C@H]1CC[C@@H](N2CCC3(CC2)[C@@H]2CN(C)C[C@@H]2CN3c2ccccc2)CC1,2138,intermediate
CHEMBL237071,NC(=O)c1ccc(Oc2ccc3c(c2)CCN(CCCc2ccccc2)C3)nc1,2139,intermediate
CHEMBL4092640,Oc1cccc(CCN(CCc2ccccc2)CC2CCCCC2)c1,2139,intermediate
CHEMBL4117861,Oc1cccc(CCN(CCc2ccccc2)CC2CCCCC2)c1,2139,intermediate
CHEMBL3698901,O=C(O)c1nc2ccccc2n([C@@H]2C[C@@H]3CCC[C@H](C2)N3C2C3CCCC2CCC3)c1=O,2141,intermediate
CHEMBL4073160,c1ccc(CCN(CCc2ccccc2)CC2CCC2)cc1,2178,intermediate
CHEMBL3950863,Oc1ccc(CCN(CCc2ccccc2)CC2CC2)cc1,2187,intermediate
CHEMBL4779988,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(N)=O,2200,intermediate
CHEMBL442413,C=CCN(C)C1CCc2ccc(O)cc2C1(C)C,2220,intermediate
CHEMBL3698795,CC(C)CC(NC(=O)c1nc2ccccc2n([C@@H]2C[C@@H]3CC[C@H](C2)N3C2CCCCCCC2)c1=O)C(=O)O,2220,intermediate
CHEMBL2158956,CCCCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(N)=O,2254,intermediate
CHEMBL1773747,CCOC(=O)C1=C(C(=O)OCC)C2OC1C=C2[C@@H]1C[C@]2(C)[C@H]3C(=O)[C@@H](OC(C)=O)C[C@@H](C(=O)OC)[C@]3(C)CC[C@H]2C(=O)O1,2260,intermediate
CHEMBL592300,CC[C@@]12CCN(CCc3ccc([N+](=O)[O-])cc3)C[C@@H]1Oc1c(O)cccc12,2260,intermediate
CHEMBL241086,O=C1NCN(c2ccccc2)C12CCN(C1CCCc3c(Cl)cccc31)CC2,2266,intermediate
CHEMBL4117593,C1CCC(C1)CN(CCC2=CC=CC=C2)CCC3=CC(=CC=C3)O,2268,intermediate
CHEMBL517167,CNCCN1CN(c2ccccc2)C2(CCN(Cc3c(Cl)cccc3Cl)CC2)C1=O,2270,intermediate
CHEMBL235154,NC(=O)c1ccc(Oc2ccc3c(c2)CN(CCc2ccccc2)C3)nc1,2274,intermediate
CHEMBL298571,C#CCN1CC[C@]23CCCC[C@H]2[C@H]1C(=O)c1ccc(O)cc13,2300,intermediate
CHEMBL3597075,CC(C)C[C@H](NC(=O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)N(C)C(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,2300,intermediate
CHEMBL1172244,CCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,2300,intermediate
CHEMBL512414,NC(=O)C1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,2326,intermediate
CHEMBL3590195,Cc1ccc(S(=O)(=O)N2CCc3cc(C(=O)NCCN(Cc4ccccc4)C(C)(C)C)ccc3C2)cc1,2328,intermediate
CHEMBL2371034,CC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1[C@H](C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](Cc2ccc(Cl)cc2)C(N)=O)CC[C@@H]1C(C)(C)C,2340,intermediate
CHEMBL473272,CCCNCCN1CN(c2ccccc2)C2(CCN(C3CCC(C)(C)c4ccccc43)CC2)C1=O,2340,intermediate
CHEMBL81,Oc1ccc2c(c1)sc(c2C(=O)c1ccc(cc1)OCCN1CCCCC1)c1ccc(cc1)O,2342,intermediate
CHEMBL235155,NC(=O)c1ccc(Oc2ccc3c(c2)CCN(Cc2ccccc2)C3)nc1,2351,intermediate
CHEMBL464191,O=C1N(CCCN2CCCC2)CN(c2ccccc2)C12CCN(C(c1ccccc1Cl)c1ccccc1Cl)CC2,2381,intermediate
CHEMBL333959,CN1CC[C@]23c4c5ccc(N)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,2400,intermediate
CHEMBL56208,C[C@H]1C2Cc3ccc(NC(=O)c4ccccc4)cc3[C@@]1(C)CCN2CC1CC1,2400,intermediate
CHEMBL95847,C=C(C)CN1CCC23c4c5ccc(OC)c4O[C@H]2c2n[nH]cc2C[C@@]3(O)C1C5,2400,intermediate
CHEMBL395545,CCC(=O)N(c1ccccc1)C1CCN(C(=O)CC(N)c2ccc(Cl)cc2)CC1,2400,intermediate
CHEMBL443601,CN(C)C[C@H]1CCCC[C@]1(O)c1cccc(C(N)=O)c1,2400,intermediate
CHEMBL240005,O=C1NCN(c2ccccc2)C12CCN(C1CCCc3c(F)cccc31)CC2,2400,intermediate
CHEMBL50098,CC1Oc2c(O)cccc2C12CCN(C)CC2,2409,intermediate
CHEMBL238305,CC(C)NC(=O)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)nc1,2414.4,intermediate
CHEMBL4112358,CO[C@]12CC[C@@]3(C[C@@H]1CNCc1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,2425.7,intermediate
CHEMBL2180640,CCCCN(CCC1=CC=CC=C1)CCC2=CC(=CC=C2)O,2429,intermediate
CHEMBL187635,CO[C@H]1Cc2ccc(O)cc2C(C)(C)[C@@H]1N,2430,intermediate
CHEMBL390279,Cc1cccc(C(c2ccccc2)N2CCC(O)(c3ccccc3)CC2)c1,2437,intermediate
CHEMBL232074,CCNC(=O)NCc1ccccc1C1(O)CCN(C(c2ccccc2Cl)c2ccccc2Cl)CC1,2445,intermediate
CHEMBL398089,NC(=O)c1ccc(Oc2ccc3c(c2)CN(Cc2ccccc2)CC3)nc1,2448.9,intermediate
CHEMBL241087,CC1(C)CCC(N2CCC3(CC2)C(=O)NCN3c2ccccc2)c2ccc(F)cc21,2461,intermediate
CHEMBL4642215,NC(=O)c1ccc(-c2cc(C(=O)O)cc(-c3cn(-c4ccc(C(F)(F)F)cc4)nn3)c2)cc1,2480,intermediate
CHEMBL3361425,NC(=N)NCCNC(=O)C1(CCN(CC1)Cc1ccccc1)Nc1ccccc1,2486,intermediate
CHEMBL567213,CC[C@]12CCN(C[C@@H](O)c3ccccc3)C[C@H]1Oc1ccc(O)cc12,2490,intermediate
CHEMBL49318,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(CN)cc13,2500,intermediate
CHEMBL441765,O=C(N([C@@H]1CCCC[C@H]1N1CCCC1)C)Cc1ccc(c(c1)Cl)Cl,2500,intermediate
CHEMBL218521,C[C@H]1CN2C[C@H](c3ccccc3)N(Cc3ccccc3)C[C@H]2C[C@@]1(C)c1cccc(C(=O)O)c1,2500,intermediate
CHEMBL151872,c1cc2c(cc1OCCCCCCCCCCOc1ccc3c(c1)[C@@]14CCCC[C@H]1[C@@H](C3)N(CC1CCC1)CC4)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,2500,intermediate
CHEMBL241085,O=C1NCN(c2ccccc2)C12CCN(C1CCCc3ccc(Cl)cc31)CC2,2511,intermediate
CHEMBL475094,C=CCNCCN1CN(c2ccccc2)C2(CCN(C3CCC(C)(C)c4ccccc43)CC2)C1=O,2515,intermediate
CHEMBL455906,Oc1ccc2c(c1)[C@]13CCC[C@H](C1)N(CCc1ccccc1)C[C@@H]3O2,2530,intermediate
CHEMBL562340,Oc1ccc2c(c1)[C@]13CCN(CC4CC4)C[C@@]1(C2)Cc1c([nH]c2ccccc12)C3,2550,intermediate
CHEMBL3698793,O=C(N[C@H](C(=O)O)c1ccccc1)c1nc2ccccc2n([C@@H]2C[C@@H]3CC[C@H](C2)N3C2CCCCCCC2)c1=O,2570,intermediate
CHEMBL238364,NC(=O)c1ccc(Oc2ccc3c(c2)CCCN(CCCN2CCOCC2)C3)nc1,2576,intermediate
CHEMBL116354,CCCCCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,2584,intermediate
CHEMBL1824518,CN1CCC(C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)CC1,2586,intermediate
CHEMBL1852475,CN1CCC(C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)CC1,2586,intermediate
CHEMBL4110642,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,2587,intermediate
CHEMBL4112722,COCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,2595,intermediate
CHEMBL515575,CC(C)CCNCCN1CN(c2ccccc2)C2(CCN(C3CCC(C)(C)c4ccccc43)CC2)C1=O,2600,intermediate
CHEMBL211226,CN(C)Cc1nnc(-c2cccc(C(C)(C)C)c2)n1-c1cccc(O)c1,2600,intermediate
CHEMBL4107642,COCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,2601,intermediate
CHEMBL3361433,N=C(N)NCC(=O)NCC1(Cc2cccc3ccccc23)CCN(Cc2ccccc2)CC1,2607,intermediate
CHEMBL3986914,C[C@H]1C[C@H]2C[C@@H](C1)C[C@H](N1[C@H]3CCC[C@@H]1C[C@H](n1c(=O)c(N4CC(C(=O)O)C4)nc4ccccc41)C3)C2,2620,intermediate
CHEMBL3330664,COC(=O)[C@@H]1C[C@H](OC(=O)C=C(C)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,2625,intermediate
CHEMBL4637158,O=C(O)c1cc(-c2ccc(C34CCNCC3C4)cc2)cc(-n2cc(-c3ccc(C(F)(F)F)cc3)nn2)c1,2630,intermediate
CHEMBL474283,CC1(C)CCC(N2CCC3(CC2)C(=O)N(CCO)CN3c2ccccc2)c2ccccc21,2639,intermediate
CHEMBL239824,O=C1NCN(c2ccccc2)C12CCN(C1CCCc3ccc(F)cc31)CC2,2650,intermediate
CHEMBL21623,Cc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C)C(C)C)cc1,2650,intermediate
CHEMBL228965,COC1(c2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,2651,intermediate
CHEMBL568076,CC[C@]12CCN(CCc3ccccc3)C[C@H]1Oc1ccc(O)cc12,2690,intermediate
CHEMBL154255,C[C@H]1C2Cc3ccc(C#N)cc3[C@@]1(C)CCN2CC1CC1,2700,intermediate
CHEMBL237293,NC(=O)c1ccc(Oc2ccc3c(c2)CCN(Cc2ccccc2)CC3)nc1,2708,intermediate
CHEMBL327118,N[C@H](c1cccc(Cl)c1)[C@@H]1CCN1C(c1cccc(Cl)c1)c1cccc(Cl)c1,2709,intermediate
CHEMBL4473383,CC(C)[C@H]1CC[C@@H](N2CCC(n3cc(C(N)=O)c4ccccc43)CC2)CC1,2712,intermediate
CHEMBL3698775,O=C(NOCc1ccccc1)c1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,2712,intermediate
CHEMBL365410,CCCN(CCC)C1CCc2ccc(O)cc2C1(C)C,2720,intermediate
CHEMBL4110373,COCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,2723,intermediate
CHEMBL243301,Oc1cccc([C@@]23CCC[C@@H]([C@@H]2O)N(CCc2ccccc2)CC3)c1,2735,intermediate
CHEMBL3698868,O=C(O)N1CCN(c2nc3ccccc3n([C@@H]3C[C@@H]4CC[C@H](C3)N4C3CCCCCCC3)c2=O)CC1=O,2740,intermediate
CHEMBL4078954,CC(C)CCN(CCc1ccccc1)CCc1cccc(O)c1,2743,intermediate
CHEMBL4117662,CC(C)CCN(CCc1ccccc1)CCc1cccc(O)c1,2743,intermediate
CHEMBL1800685,OC(=O)c1cc2cc(ccc2c(c1)c1ccc(cc1)C1CCNCC1)c1ccc(cc1)C(F)(F)F,2750,intermediate
CHEMBL212575,Cc1[nH]c2ccc(Cl)cc2c1C1CCN(C2Cc3cccc4cccc2c34)CC1,2750,intermediate
CHEMBL4108649,COCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,2763,intermediate
CHEMBL229017,CCCOC1(c2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,2767,intermediate
CHEMBL4086783,Oc1cccc(CCN(CCc2cccc(O)c2)CC2CCCC2)c1,2775,intermediate
CHEMBL4117863,Oc1cccc(CCN(CCc2cccc(O)c2)CC2CCCC2)c1,2775,intermediate
CHEMBL509260,CN1C[C@@H]2Oc3ccc(O)cc3[C@@]23CCC[C@@H]1C3,2780,intermediate
CHEMBL2334771,C=C(C(N)=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCN(C(=O)[C@@H](N)Cc2ccc(O)cc2)C1)c1ccco1,2780,intermediate
CHEMBL2432059,CN(CCc1ccccn1)[C@H]1C2C3CC4C5C3CC2C5C41,2787,intermediate
CHEMBL2409171,NC(=O)C[C@H](Cc1ccccc1)NC(=O)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,2798,intermediate
CHEMBL3039981,NC(=O)C[C@H](Cc1ccccc1)NC(=O)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,2798,intermediate
CHEMBL2370877,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H]1CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,2800,intermediate
CHEMBL55248,C[C@H]1C2Cc3ccc(N4CCOCC4)cc3[C@@]1(C)CCN2CC1CC1,2800,intermediate
CHEMBL2334770,C=C(C(N)=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCN(C(=O)[C@@H](N)Cc2ccc(O)cc2)C1)c1ccccc1,2810,intermediate
CHEMBL633,CCCCc1oc2c(c1C(=O)c1cc(I)c(c(c1)I)OCCN(CC)CC)cccc2,2825,intermediate
CHEMBL455905,Oc1cccc2c1O[C@H]1CN(CCc3ccccc3)[C@@H]3CCC[C@]21C3,2840,intermediate
CHEMBL258098,C[C@@]12CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]1C(=O)[C@H](C[C@H]2C(=O)OC)OCOC)C)C4=COC=C4,2840,intermediate
CHEMBL4103205,Oc1cccc(CCN(CCc2cccc(O)c2)CC2CC2)c1,2850,intermediate
CHEMBL4116882,Oc1cccc(CCN(CCc2cccc(O)c2)CC2CC2)c1,2850,intermediate
CHEMBL513136,Cc1ccccc1C(c1ccccc1C)N1C2CCC1CC(C2)(O)c1ccccc1,2854,intermediate
CHEMBL3698828,CC(C)CC(C)N1[C@H]2CC[C@@H]1C[C@H](n1c(=O)c(C(=O)O)nc3ccccc31)C2,2856,intermediate
CHEMBL3698818,CCOC(=O)c1nc2ccccc2n([C@@H]2C[C@@H]3CCC[C@H](C2)N3C(C)CC(C)C)c1=O,2863,intermediate
CHEMBL233327,Cc1ccccc1C(c1ccccc1)N1CCC(O)(c2ccccc2CN)CC1,2867,intermediate
CHEMBL473278,CC1(C)CCC(N2CCC3(CC2)C(=O)N(CCNCC2CC2)CN3c2ccccc2)c2ccccc21,2879,intermediate
CHEMBL60533,CC[C@@H]1CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,2884,intermediate
CHEMBL4442357,C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCC(=O)NC(c1ccccc1)c1ccccc1,2900,intermediate
CHEMBL4562025,C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCC(=O)N1CCc2ccccc2[C@@H]1c1ccccc1,2900,intermediate
CHEMBL231049,CCC(=O)N(c1ccccc1)C1CCN(C(=O)CC(N)c2ccc(C)cc2)CC1,2900,intermediate
CHEMBL1400,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)O)O,2900,intermediate
CHEMBL374678,C[C@H]1CN2CCCN(Cc3ccccc3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,2900,intermediate
CHEMBL3665419,O=c1[nH]c2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,2900,intermediate
CHEMBL394222,OC1(c2ccccc2CN2CCOCC2)CCN(C(c2ccccc2Cl)c2ccccc2Cl)CC1,2911,intermediate
CHEMBL448155,COc1ccc([C@H](N)[C@@H]2CCN2C(c2ccccc2)c2ccccc2)cc1,2919,intermediate
CHEMBL431445,N[C@@H](c1cccc(F)c1)[C@@H]1CCN1C(c1ccccc1)c1ccccc1,2923,intermediate
CHEMBL117321,CCCCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@H]2C,2934,intermediate
CHEMBL228802,OC1(c2ccccc2)CCN(C(c2ccccc2)c2ccccc2F)CC1,2945,intermediate
CHEMBL203356,O=C1NCN(c2ccccc2)C12CCN(Cc1ccccc1)CC2,2946,intermediate
CHEMBL2112341,CC(C)[C@H]1CC[C@@H](N2CCC3(CC2)[C@@H]2CN(CCN4CCOCC4)C[C@@H]2CN3c2ccccc2)CC1,2951.2,intermediate
CHEMBL4647020,NCCCNC(=O)c1ccc(-c2cc(C(=O)O)cc(-c3cn(-c4ccc(C(F)(F)F)cc4)nn3)c2)cc1,2960,intermediate
CHEMBL473280,CC(C)N(CCN1CN(c2ccccc2)C2(CCN(C3CCC(C)(C)c4ccccc43)CC2)C1=O)C(C)C,2980,intermediate
CHEMBL233750,NCc1ccccc1C1(O)CCN(C(c2ccccc2Cl)c2ccccc2Cl)CC1,2998,intermediate
CHEMBL4114523,CO[C@]12CC[C@@]3(C[C@@H]1COCc1ccccc1)[C@H]1Cc4ccc(C(=O)O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,3001.2,intermediate
CHEMBL4113830,COCCOCCOCCOC[C@H]1C[C@@]23CC[C@]1(OC)[C@@H]1Oc4c(OC)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,3024.8,intermediate
CHEMBL390498,OC1(c2ccccc2)CCN(C(c2ccccc2)c2cccc(Cl)c2)CC1,3029,intermediate
CHEMBL3330669,C=CC(C)C(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O,3032,intermediate
CHEMBL4111642,C[C@H]1C[C@H]2C[C@@H](C1)C[C@H](N1[C@H]3CC[C@@H]1C[C@H](n1c(=O)c(N4CC[C@@H]4C(=O)O)nc4ccccc41)C3)C2,3050,intermediate
CHEMBL1191325,CC(=O)Nc1cccc([C@H](CN2CCCC2)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2)c1,3070,intermediate
CHEMBL542403,CC(=O)Nc1cccc([C@H](CN2CCCC2)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2)c1,3070,intermediate
CHEMBL4570328,CC(C)[C@H]1CC[C@@H](N2CCC(N3CCc4ccccc43)CC2)CC1,3070,intermediate
CHEMBL197917,O=C(Nc1ccccc1)N1CCC(c2ccccc2)(c2nccn2Cc2ccccn2)CC1,3074,intermediate
CHEMBL238637,COC(=O)Cn1c(=O)n(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c2ccccc21,3084,intermediate
CHEMBL391234,COC(=O)CCn1c(=O)n(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c2ccccc21,3084,intermediate
CHEMBL566557,CC[C@]12CCN(C[C@H](O)c3ccccc3)C[C@H]1Oc1ccc(O)cc12,3100,intermediate
CHEMBL226508,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1OC,3100,intermediate
CHEMBL3809510,CC[C@H](C)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCN)C(N)=O,3100,intermediate
CHEMBL471262,CCCN1CN(c2ccccc2)C2(CCN(C3CCC(C)(C)c4ccccc43)CC2)C1=O,3103,intermediate
CHEMBL466847,OC1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,3143,intermediate
CHEMBL3698900,O=C(O)c1nc2ccccc2n([C@@H]2C[C@@H]3CCC[C@H](C2)N3C2CCCCCCCC2)c1=O,3155,intermediate
CHEMBL232286,CC(C)S(=O)(=O)N1CCN(Cc2ccccc2C2(O)CCN(C(c3ccccc3Cl)c3ccccc3Cl)CC2)CC1,3159,intermediate
CHEMBL4465208,C[C@H]1CN(CCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,3162.3,intermediate
CHEMBL464192,O=C1N(CCN2CCCCC2)CN(c2ccccc2)C12CCN(C(c1ccccc1Cl)c1ccccc1Cl)CC2,3176,intermediate
CHEMBL233956,NCc1ccccc1C1(O)CCN(C(c2ccccc2Br)c2ccccc2Br)CC1,3204,intermediate
CHEMBL2369366,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(N)=O,3230,intermediate
CHEMBL4113221,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](COCC(O)CO)C2,3254.5,intermediate
CHEMBL4214536,NS(=O)(=O)c1ccc(-c2cc(C(=O)O)cc(-n3cc(-c4ccc(C(F)(F)F)cc4)nn3)c2)cc1,3260,intermediate
CHEMBL4300303,NS(=O)(=O)c1ccc(-c2cc(C(=O)O)cc(-n3cc(-c4ccc(C(F)(F)F)cc4)nn3)c2)cc1,3260,intermediate
CHEMBL3330667,C=CCC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O,3260,intermediate
CHEMBL233536,NCc1ccccc1C1(O)CCN(C(c2ccccc2)c2ccccc2Br)CC1,3291,intermediate
CHEMBL412364,CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H]1CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CC(=O)N1)C(=O)N[C@@H](CCCCN)C(=O)O,3300,intermediate
CHEMBL230943,CCC(=O)N(c1ccccc1)C1CCN(C(=O)[C@@H](N)Cc2ccc3ccccc3c2)CC1,3300,intermediate
CHEMBL317479,N[C@H](c1cccc(C(F)(F)F)c1)[C@H]1CCN1C(c1ccccc1)c1ccccc1,3312,intermediate
CHEMBL232066,OC1(c2ccc(F)cc2)CCN(C(c2ccccc2)c2ccccc2)CC1,3325,intermediate
CHEMBL4096973,Oc1cccc(CCN(CCc2cccc(O)c2)CC2CCC2)c1,3340,intermediate
CHEMBL4117862,Oc1cccc(CCN(CCc2cccc(O)c2)CC2CCC2)c1,3340,intermediate
CHEMBL3084529,NC(=O)[C@@]1(c2ccc(F)cn2)C[C@@H]2CC[C@H](C1)N2C(c1ccccc1Cl)c1ccccc1Cl,3347,intermediate
CHEMBL4106506,COCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,3358,intermediate
CHEMBL241112,CCCC(c1ccccc1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,3373,intermediate
CHEMBL319589,C=C(C)CN1CCC23c4c5ccc(OC)c4O[C@H]2C(=O)/C(=C/c2ccccc2)C[C@@]3(O)C1C5,3400,intermediate
CHEMBL509201,O=C1N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H]1Cc1cccc(O)c1,3400,intermediate
CHEMBL391487,CNC(=O)Cn1c(=O)n(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c2ccccc21,3411,intermediate
CHEMBL457389,CN1C[C@@H]2Oc3c(O)cccc3[C@@]23CCC[C@@H]1C3,3430,intermediate
CHEMBL4115318,CC12C[C@@H]3C[C@H]1C[C@H]2C[C@H](N1[C@H]2CCC[C@@H]1C[C@H](n1c(=O)c(N4CC[C@@H]4C(=O)O)nc4ccccc41)C2)C3,3440,intermediate
CHEMBL238282,CNC(=N)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)nc1,3458.4,intermediate
